110.9,910.8
110.9,910.8
110.9,910.8
110.9,910.8
110.9,910.8
110.9,910.8
110.9,910.78
110.9,910.74
110.9,910.68
110.9,910.62
110.9,910.56
110.89,910.49
110.87,910.42
110.83,910.32
110.78,910.18
110.71,910
110.64,909.81
110.56,909.62
110.49,909.44
110.42,909.28
110.37,909.11
110.33,908.96
110.31,908.78
110.31,908.62
110.31,908.46
110.33,908.35
110.38,908.26
110.46,908.22
110.57,908.2
110.71,908.2
110.88,908.2
111.1,908.2
111.34,908.22
111.62,908.26
111.91,908.35
112.22,908.46
112.54,908.62
112.86,908.78
113.18,908.96
113.51,909.14
113.85,909.34
114.2,909.57
114.55,909.84
114.9,910.14
115.21,910.46
115.49,910.78
115.73,911.1
115.94,911.42
116.11,911.74
116.23,912.09
116.31,912.46
116.35,912.85
116.35,913.26
116.32,913.69
116.24,914.11
116.13,914.52
115.99,914.92
115.83,915.3
115.64,915.66
115.43,915.98
115.22,916.3
115.01,916.6
114.79,916.88
114.58,917.14
114.36,917.4
114.15,917.64
113.96,917.86
113.79,918.06
113.66,918.25
113.57,918.42
113.5,918.56
113.44,918.66
113.38,918.76
113.32,918.84
113.27,918.92
113.23,918.98
113.21,919.07
113.2,919.16
113.2,919.26
113.2,919.34
113.2,919.44
113.2,919.53
113.2,919.62
113.2,919.7
113.2,919.8
113.2,919.9
113.2,920
113.2,920.1
113.2,920.2
113.2,920.3
113.21,920.4
113.23,920.52
113.27,920.66
113.33,920.8
113.41,920.94
113.5,921.1
113.6,921.25
113.72,921.4
113.84,921.54
113.99,921.68
114.17,921.8
114.38,921.91
114.6,922.02
114.83,922.14
115.07,922.24
115.31,922.32
115.56,922.37
115.82,922.37
116.1,922.32
116.37,922.24
116.64,922.16
116.89,922.08
117.13,922.01
117.35,921.94
117.55,921.88
117.74,921.8
117.9,921.7
118.05,921.58
118.18,921.46
118.29,921.31
118.39,921.14
118.48,920.92
118.57,920.7
118.66,920.46
118.75,920.25
118.84,920.04
118.91,919.85
118.96,919.66
118.98,919.46
119,919.24
119,919.02
119,918.81
119,918.6
119,918.4
118.98,918.19
118.96,917.98
118.91,917.74
118.84,917.48
118.75,917.19
118.66,916.91
118.57,916.62
118.49,916.36
118.41,916.12
118.34,915.91
118.26,915.7
118.18,915.48
118.09,915.22
118,914.94
117.9,914.64
117.8,914.32
117.7,914
117.6,913.68
117.49,913.36
117.37,913.04
117.24,912.74
117.1,912.46
116.96,912.2
116.83,911.96
116.71,911.74
116.6,911.52
116.5,911.29
116.39,911.03
116.26,910.78
116.12,910.52
115.95,910.26
115.75,910.02
115.54,909.81
115.33,909.6
115.12,909.4
114.93,909.19
114.77,909
114.62,908.82
114.49,908.66
114.36,908.52
114.24,908.41
114.13,908.3
114.02,908.2
113.94,908.1
113.87,908.02
113.84,907.96
113.85,907.92
113.89,907.92
113.97,907.96
114.08,908.02
114.24,908.1
114.41,908.2
114.6,908.32
114.8,908.48
115.01,908.68
115.22,908.92
115.43,909.2
115.63,909.5
115.8,909.84
115.93,910.2
116.01,910.58
116.06,910.99
116.09,911.41
116.09,911.86
116.09,912.34
116.06,912.84
116.01,913.36
115.92,913.9
115.78,914.45
115.59,915.01
115.35,915.56
115.08,916.12
114.78,916.68
114.46,917.22
114.14,917.74
113.82,918.24
113.5,918.73
113.19,919.2
112.9,919.65
112.62,920.1
112.39,920.53
112.19,920.94
112.04,921.35
111.92,921.75
111.81,922.18
111.73,922.61
111.67,923.08
111.64,923.58
111.64,924.1
111.67,924.62
111.73,925.16
111.81,925.7
111.91,926.23
112.02,926.77
112.15,927.32
112.29,927.9
112.44,928.48
112.59,929.06
112.74,929.62
112.88,930.14
113.01,930.66
113.13,931.16
113.26,931.65
113.38,932.14
113.51,932.61
113.64,933.06
113.79,933.5
113.97,933.93
114.19,934.39
114.43,934.84
114.67,935.31
114.92,935.81
115.18,936.34
115.44,936.9
115.7,937.5
115.95,938.12
116.18,938.78
116.38,939.46
116.57,940.16
116.73,940.86
116.88,941.59
117.01,942.31
117.12,943.06
117.22,943.82
117.29,944.6
117.32,945.35
117.29,946.09
117.22,946.77
117.12,947.44
117.01,948.08
116.88,948.73
116.73,949.35
116.57,949.96
116.38,950.52
116.18,951.02
115.95,951.47
115.7,951.88
115.44,952.24
115.18,952.58
114.92,952.9
114.67,953.22
114.43,953.52
114.19,953.8
113.96,954.06
113.76,954.32
113.57,954.56
113.38,954.8
113.19,955.04
113.01,955.3
112.83,955.53
112.67,955.76
112.54,955.96
112.43,956.16
112.34,956.34
112.28,956.52
112.25,956.68
112.26,956.84
112.32,956.95
112.43,957.04
112.59,957.1
112.79,957.16
113.01,957.2
113.26,957.22
113.54,957.22
113.83,957.18
114.14,957.1
114.46,956.98
114.79,956.84
115.11,956.68
115.44,956.5
115.77,956.3
116.12,956.11
116.48,955.9
116.86,955.68
117.24,955.42
117.61,955.14
117.97,954.84
118.3,954.54
118.6,954.26
118.88,954
119.12,953.74
119.33,953.5
119.51,953.26
119.68,953.02
119.85,952.8
120.01,952.59
120.18,952.38
120.33,952.16
120.47,951.94
120.58,951.74
120.68,951.57
120.77,951.42
120.83,951.3
120.87,951.2
120.89,951.12
120.9,951.06
120.9,951.02
120.89,951
120.86,951
120.82,951
120.73,951
120.61,951
120.44,951
120.23,951
119.99,951
119.71,951
119.39,951
119.02,951
118.61,950.98
118.17,950.94
117.7,950.88
117.19,950.79
116.64,950.66
116.06,950.48
115.46,950.26
114.85,949.99
114.22,949.69
113.57,949.36
112.91,949.04
112.24,948.72
111.57,948.4
110.9,948.08
110.21,947.76
109.51,947.44
108.8,947.12
108.11,946.8
107.43,946.5
106.78,946.22
106.16,945.98
105.56,945.78
104.99,945.65
104.45,945.56
103.92,945.54
103.39,945.59
102.85,945.7
102.29,945.86
101.73,946.06
101.15,946.3
100.56,946.58
99.932,946.9
99.269,947.28
98.577,947.73
97.872,948.24
97.174,948.8
96.494,949.4
95.83,950.02
95.176,950.66
94.528,951.32
93.882,952
93.24,952.73
92.6,953.5
91.96,954.32
91.319,955.16
90.676,956.02
90.039,956.87
89.418,957.73
88.827,958.58
88.282,959.46
87.796,960.36
87.381,961.26
87.038,962.16
86.759,963.06
86.527,963.96
86.325,964.84
86.142,965.72
85.973,966.6
85.822,967.5
85.694,968.38
85.598,969.26
85.533,970.14
85.485,971.02
85.437,971.87
85.381,972.71
85.32,973.54
85.267,974.38
85.231,975.22
85.211,976.06
85.2,976.92
85.189,977.77
85.168,978.63
85.13,979.48
85.068,980.34
84.985,981.2
84.885,982.04
84.769,982.86
84.639,983.64
84.498,984.36
84.357,985.04
84.222,985.7
84.094,986.34
83.969,986.96
83.855,987.56
83.763,988.12
83.709,988.64
83.701,989.11
83.732,989.56
83.784,989.98
83.837,990.4
83.881,990.78
83.919,991.14
83.964,991.51
84.02,991.87
84.084,992.28
84.148,992.71
84.21,993.18
84.278,993.65
84.357,994.15
84.44,994.62
84.514,995.11
84.57,995.59
84.616,996.06
84.663,996.51
84.72,996.96
84.783,997.38
84.844,997.8
84.901,998.18
84.959,998.52
85.029,998.82
85.115,999.08
85.216,999.32
85.334,999.56
85.47,999.78
85.624,999.96
85.788,1000.1
85.953,1000.2
86.115,1000.2
86.271,1000.1
86.424,1000
86.576,999.96
86.728,999.88
86.882,999.83
87.035,999.8
87.181,999.8
87.306,999.8
87.397,999.8
87.451,999.8
87.468,999.8
87.451,999.8
87.397,999.8
87.306,999.8
87.181,999.8
87.035,999.8
86.878,999.83
86.716,999.88
86.541,999.96
86.347,1000
86.13,1000.1
85.896,1000.2
85.66,1000.2
85.433,1000.3
85.221,1000.3
85.023,1000.4
84.839,1000.4
84.662,1000.5
84.488,1000.5
84.316,1000.5
84.15,1000.5
83.994,1000.5
83.852,1000.5
83.724,1000.5
83.612,1000.5
83.514,1000.5
83.432,1000.5
83.37,1000.5
83.332,1000.5
83.311,1000.5
83.303,1000.5
